sample success SP-Score Modeler SPFN SPFP Compression Compression TC s h:m:s max_rss max_vms max_uss max_pss io_in io_out mean_load cpu_time
KAS_20_2 1 0.5650806958708866 0.7111580058032182 0.4349193041291134 0.2888419941967818 (naive) 1.3242574257425743 0.265 567.4130 0:09:27 5822.04 123607.27 5435.27 5562.69 1.99 4.01 224.06 1382.58
hr_1000_1 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 142.2372 0:02:22 5714.79 123601.49 5327.88 5453.00 1.99 5.38 145.83 275.13
blm_20_0 1 0.8548364648573417 0.8659241505709855 0.14516353514265834 0.13407584942901452 (naive) 1.051094890510949 0.6779026217228464 543.7111 0:09:03 5975.08 123665.76 5587.27 5687.22 1.99 4.02 217.99 1256.49
rub_100_1 1 0.9755102040816327 0.9755102040816327 0.024489795918367308 0.024489795918367308 (naive) 1.0 0.8888888888888888 141.3825 0:02:21 5323.70 123536.30 4935.48 5030.73 1.99 3.90 149.18 263.25
rhv_20_2 1 0.2856462520240023 0.3535305905929506 0.7143537479759977 0.6464694094070493 (naive) 1.2585470085470085 0.01557285873192436 887.8031 0:14:47 6015.32 123538.02 5974.32 5981.15 1.99 3.52 224.89 2089.46
ghf13_20_1 1 0.30159681726524606 0.3769241247786405 0.6984031827347539 0.6230758752213594 (naive) 1.340255591054313 0.01697792869269949 705.9145 0:11:45 6559.20 123600.16 6171.05 6296.44 1.99 3.89 219.99 1634.06
ltn_500_0 1 0.9422318879978252 0.9391045180518864 0.0577681120021748 0.06089548194811356 (naive) 1.00711743772242 0.7351778656126482 248.7233 0:04:08 6671.57 123602.77 6282.98 6377.23 1.99 4.88 172.29 476.95
OTCace_1000_2 1 0.9644518272425249 0.9657351962741184 0.03554817275747513 0.03426480372588159 (naive) 1.002857142857143 0.8931750741839762 294.2819 0:04:54 7623.68 123602.07 7235.57 7329.80 1.99 5.82 167.75 527.62
sdr_20_1 1 0.6954241872274659 0.6862574214281824 0.3045758127725341 0.31374257857181764 (naive) 1.03601108033241 0.3312302839116719 439.7281 0:07:19 5831.75 123537.94 5443.27 5568.74 1.99 3.43 203.89 989.80
blmb_500_3 1 0.7395697522816167 0.7707201086956522 0.2604302477183833 0.22927989130434778 (naive) 1.0232558139534884 0.4254545454545455 220.1789 0:03:40 7365.09 123540.62 6976.15 7071.14 1.98 5.18 152.61 387.30
ldh_50_0 1 0.8422804066408249 0.839884772462077 0.15771959335917507 0.16011522753792296 (naive) 1.0215633423180592 0.4810810810810811 357.1941 0:05:57 5850.39 123607.31 5462.71 5588.17 1.99 4.15 213.02 835.99
sodcu_200_3 1 0.9044795783926218 0.9062706270627062 0.09552042160737817 0.09372937293729378 (naive) 1.0 0.7530120481927711 178.5091 0:02:58 6053.30 123600.17 5664.94 5790.44 1.99 4.25 168.56 398.43
cytb_1000_0 1 0.8900915903413822 0.8930659983291562 0.10990840965861781 0.10693400167084377 (naive) 1.03 0.6847826086956522 161.6024 0:02:41 7135.30 123609.89 7108.50 7114.81 1.98 5.49 129.62 241.67
OTCace_50_2 1 0.9338870431893688 0.9376250833889259 0.06611295681063123 0.06237491661107408 (naive) 1.0085714285714287 0.8160237388724035 356.6234 0:05:56 5879.89 123607.29 5492.23 5608.44 1.99 4.07 206.51 839.73
gpdh_200_0 1 0.9454702515927006 0.9498806682577565 0.054529748407299405 0.05011933174224348 (naive) 1.0194444444444444 0.835195530726257 213.3284 0:03:33 6364.73 123665.77 5977.32 6162.51 1.99 3.81 175.75 450.69
egf_500_0 1 0.7912003087610961 0.7797641688855078 0.20879969123890385 0.2202358311144922 (naive) 1.028169014084507 0.36764705882352944 122.8005 0:02:02 5856.54 123603.09 5468.44 5563.36 1.98 4.02 139.85 234.82
hpr_200_0 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 142.0794 0:02:22 5597.08 123607.17 5208.67 5303.02 1.99 3.94 155.30 324.00
LIM_200_3 1 0.9370967741935484 0.9462540716612378 0.06290322580645158 0.05374592833876224 (naive) 1.0116279069767442 0.8170731707317073 138.8256 0:02:18 5529.62 123600.19 5141.68 5326.94 1.99 4.02 103.77 235.33
Rhodanese_100_3 1 0.7716919739696312 0.751716851558373 0.22830802603036882 0.24828314844162702 (naive) 1.0277777777777777 0.5260416666666666 206.8832 0:03:26 5631.10 123543.10 5242.81 5368.43 1.99 3.70 188.16 470.76
oxidored_q6_500_1 1 0.9608527131782946 0.9660950896336711 0.03914728682170543 0.03390491036632892 (naive) 1.0070175438596491 0.8947368421052632 187.9703 0:03:07 6890.70 123671.29 6502.02 6601.77 1.99 4.82 163.07 380.31
tgfb_200_2 1 0.8227848101265823 0.8567662565905096 0.17721518987341767 0.14323374340949035 (naive) 1.0932203389830508 0.29914529914529914 152.0191 0:02:32 5751.76 123537.89 5360.68 5454.52 1.99 4.14 156.94 307.46
adh_100_3 1 0.9210738255033557 0.9283008658008658 0.0789261744966443 0.0716991341991342 (naive) 1.0186666666666666 0.8373333333333334 255.8684 0:04:15 5875.56 123543.23 5487.44 5581.84 1.99 4.20 173.70 516.06
myb_DNA-binding_50_1 1 0.9158316633266533 0.9195171026156942 0.08416833667334667 0.08048289738430581 (naive) 1.0327868852459017 0.75 166.5145 0:02:46 5303.52 123600.17 4915.70 5040.25 1.99 3.52 130.48 303.97
peroxidase_100_3 1 0.7461290322580645 0.7676734152007966 0.2538709677419355 0.23232658479920343 (naive) 1.0574412532637076 0.4383954154727794 312.3366 0:05:12 6498.14 123536.20 6110.31 6209.56 1.99 4.24 193.19 692.62
rvp_1000_3 1 0.6907983761840325 0.6866173503698723 0.3092016238159675 0.31338264963012774 (naive) 1.0 0.35135135135135137 146.7135 0:02:26 6275.32 123603.04 6134.45 6228.76 1.99 4.62 162.46 337.75
LIM_1000_1 1 0.9725806451612903 0.9725806451612903 0.02741935483870972 0.02741935483870972 (naive) 1.0 0.8658536585365854 140.2466 0:02:20 5571.29 123602.96 5185.09 5279.17 1.98 4.96 153.35 246.57
asp_500_1 1 0.9013041378199967 0.9018849685838569 0.09869586218000326 0.09811503141614308 (naive) 1.0342105263157895 0.6684491978609626 391.5913 0:06:31 7476.93 123540.67 7089.43 7214.49 1.98 5.20 195.50 786.77
blm_100_1 1 0.8921363952679193 0.8977591036414566 0.10786360473208068 0.10224089635854339 (naive) 1.0218978102189782 0.7602996254681648 360.3652 0:06:00 6997.12 123538.12 6610.51 6737.31 1.99 3.80 202.10 828.26
ghf10_200_0 1 0.9039433771486349 0.9027263547627061 0.09605662285136507 0.09727364523729387 (naive) 1.0137362637362637 0.7585139318885449 278.6548 0:04:38 7058.44 123543.24 6670.59 6765.88 1.99 4.83 172.39 512.13
mmp_500_2 1 0.9449348465741908 0.9664660361134996 0.0550651534258092 0.03353396388650043 (naive) 1.05 0.8698224852071006 206.6000 0:03:26 7047.21 123600.33 6658.96 6753.11 1.99 5.36 154.65 399.54
ghf10_100_0 1 0.8877654196157735 0.8871673964297744 0.11223458038422651 0.11283260357022562 (naive) 1.0082417582417582 0.7430340557275542 321.4434 0:05:21 6544.19 123479.25 6155.75 6255.72 1.99 4.35 190.96 702.47
rvp_20_1 1 0.4884979702300406 0.4839142091152815 0.5115020297699594 0.5160857908847185 (naive) 0.9696969696969697 0.16216216216216217 252.7643 0:04:12 5381.41 123536.45 4992.72 5087.65 1.99 3.93 175.10 513.17
aadh_200_3 1 0.8617021276595744 0.862351611079706 0.13829787234042556 0.13764838892029396 (naive) 1.0092250922509225 0.5532879818594104 306.1021 0:05:06 7158.97 123543.27 6771.50 6871.03 1.99 4.71 186.91 662.69
hormone_rec_20_1 1 0.7670169026952947 0.7265253137170056 0.23298309730470534 0.27347468628299443 (naive) 0.987012987012987 0.5373665480427047 424.5779 0:07:04 5737.50 123536.18 5711.79 5717.96 1.99 3.52 210.88 965.03
rvp_100_3 1 0.6589986468200271 0.654130288784419 0.34100135317997293 0.34586971121558097 (naive) 1.0303030303030303 0.2072072072072072 171.9090 0:02:51 5545.21 123607.09 5156.99 5283.03 1.99 3.60 163.52 371.31
hla_100_2 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 210.2386 0:03:30 5783.89 123536.45 5395.86 5581.04 1.99 3.55 179.51 463.36
proteasome_20_0 1 0.8177696498647464 0.7803672059625523 0.18223035013525357 0.21963279403744773 (naive) 0.9514563106796117 0.35517241379310344 408.1801 0:06:48 5749.96 123479.08 5361.55 5546.76 1.99 3.53 206.02 922.42
p450_1000_2 1 0.44622660908903966 0.7222259202556081 0.5537733909109603 0.27777407974439194 (naive) 1.615234375 0.05811623246492986 464.7480 0:07:44 8094.36 123603.13 7705.80 7800.66 1.97 7.52 177.01 854.62
Sulfotransfer_100_1 1 0.7319415448851775 0.7409129332206256 0.2680584551148225 0.25908706677937443 (naive) 0.973753280839895 0.42905405405405406 316.5527 0:05:16 6522.39 123537.97 6134.91 6320.18 1.99 3.78 185.52 687.38
lyase_1_500_2 1 0.8281481481481482 0.8281481481481482 0.1718518518518518 0.1718518518518518 (naive) 0.9980430528375733 0.6461232604373758 450.4645 0:07:30 7390.88 123602.92 7294.40 7301.37 1.99 5.00 187.89 924.25
blm_50_0 1 0.9116214335421016 0.9195563666994244 0.08837856645789843 0.08044363330057558 (naive) 1.0291970802919708 0.7191011235955056 397.4656 0:06:37 6307.13 123479.24 5919.27 6044.49 1.99 4.11 203.74 886.11
LIM_20_0 1 0.9741935483870968 0.9741935483870968 0.02580645161290318 0.02580645161290318 (naive) 1.0 0.8658536585365854 220.4761 0:03:40 5295.59 123602.03 4907.23 5032.75 1.99 4.01 161.81 458.83
sodcu_1000_1 1 0.9153491436100132 0.9183740912095175 0.08465085638998682 0.08162590879048248 (naive) 1.0118343195266273 0.7891566265060241 198.1536 0:03:18 7451.37 123601.95 7063.23 7158.68 1.99 5.51 130.66 290.42
int_1000_2 1 0.893652561247216 0.898153329602686 0.10634743875278396 0.10184667039731399 (naive) 1.0091324200913243 0.7178217821782178 228.9285 0:03:48 7175.38 123545.90 6786.34 6880.73 1.98 6.96 129.31 353.60
gluts_50_1 1 0.9162631578947369 0.9340093352647674 0.08373684210526311 0.06599066473523263 (naive) 1.0638297872340425 0.7339055793991416 271.0069 0:04:31 5592.32 123604.57 5204.69 5340.92 1.99 3.65 185.46 578.71
HMG_box_200_0 1 0.9730878186968839 0.9621848739495799 0.026912181303116123 0.037815126050420145 (naive) 1.0 0.8518518518518519 140.0591 0:02:20 5555.71 123602.00 5167.28 5261.42 1.99 3.93 122.87 224.00
Acetyltransf_100_2 1 0.680177953534355 0.6660212971926428 0.31982204646564505 0.3339787028073572 (naive) 0.9606986899563319 0.24338624338624337 207.5435 0:03:27 5643.95 123597.70 5255.74 5380.51 1.99 3.92 166.00 454.94
rvp_200_3 1 0.6671177266576455 0.6657663740715732 0.33288227334235454 0.33423362592842676 (naive) 1.0303030303030303 0.3153153153153153 148.8370 0:02:28 5772.65 123600.22 5385.18 5484.88 1.99 3.65 149.46 288.47
aldosered_1000_0 1 0.8829398071167276 0.8990856755841518 0.11706019288327241 0.10091432441584824 (naive) 1.0362694300518134 0.7076923076923077 354.4965 0:05:54 7486.63 123604.86 7098.59 7200.40 1.98 7.68 196.61 768.09
myb_DNA-binding_50_3 1 0.9398797595190381 0.9287128712871288 0.06012024048096187 0.07128712871287124 (naive) 1.0 0.7678571428571429 160.9321 0:02:40 5292.22 123604.68 4904.13 5022.15 1.99 4.07 127.95 324.71
int_1000_0 1 0.8769487750556793 0.8938706015891033 0.12305122494432075 0.10612939841089675 (naive) 1.0410958904109588 0.693069306930693 257.4028 0:04:17 7307.75 123545.91 6918.55 7013.07 1.98 6.16 152.50 448.06
peroxidase_100_2 1 0.7812903225806451 0.7780276260841632 0.21870967741935488 0.2219723739158368 (naive) 0.9843342036553525 0.5243553008595988 310.0396 0:05:10 6632.68 123537.96 6244.30 6338.67 1.99 4.46 190.65 673.80
tim_20_3 1 0.9645377239008504 0.9626218851570965 0.03546227609914965 0.03737811484290354 (naive) 1.0 0.8957528957528957 401.2528 0:06:41 5849.96 123543.25 5460.93 5564.08 1.99 3.47 203.05 895.67
HLH_50_2 1 0.9289176090468497 0.9289176090468497 0.07108239095315028 0.07108239095315028 (naive) 1.0 0.8571428571428571 168.7206 0:02:48 5332.61 123671.08 4944.43 5071.18 1.99 4.20 134.61 288.76
il8_50_1 1 0.8383724215880192 0.8374259102455546 0.16162757841198083 0.16257408975444543 (naive) 1.0 0.5324675324675324 163.4457 0:02:43 5341.39 123601.82 4952.88 5047.16 1.99 3.42 130.41 323.88
sodfe_200_2 1 0.8981934512608205 0.8878348214285714 0.10180654873917949 0.1121651785714286 (naive) 0.9954337899543378 0.6555023923444976 166.7791 0:02:46 5951.39 123665.79 5558.66 5652.82 1.99 4.25 135.89 308.99
proteasome_20_1 1 0.7835943155408237 0.7445876475273333 0.2164056844591763 0.2554123524726667 (naive) 0.9805825242718447 0.2655172413793103 394.4119 0:06:34 5772.14 123666.13 5383.52 5496.13 1.99 3.43 210.55 886.67
subt_200_0 1 0.7804642166344294 0.7869332033154559 0.21953578336557056 0.2130667966845441 (naive) 1.0531400966183575 0.34438775510204084 277.5682 0:04:37 7597.87 123671.29 7209.76 7394.88 1.99 4.81 174.92 518.07
KAS_200_3 1 0.5223223642842172 0.6994106090373281 0.4776776357157828 0.3005893909626719 (naive) 1.4579207920792079 0.29 256.9289 0:04:16 6872.62 123600.22 6485.23 6610.83 1.99 4.53 172.03 537.06
gluts_500_0 1 0.923578947368421 0.9219776178216781 0.07642105263157895 0.07802238217832191 (naive) 1.0 0.7167381974248928 183.1613 0:03:03 6619.29 123607.44 6231.29 6326.06 1.98 4.71 140.43 336.39
aadh_1000_2 1 0.8349651666352853 0.8678931402289852 0.1650348333647147 0.13210685977101477 (naive) 1.1254612546125462 0.46485260770975056 498.7055 0:08:18 7513.95 123604.69 7125.79 7220.20 1.99 6.53 185.18 982.35
ghf1_500_3 1 0.9347239705089013 0.9332136445242369 0.06527602949109867 0.06678635547576306 (naive) 1.01067615658363 0.7415506958250497 675.5878 0:11:15 7955.35 123607.35 7567.04 7743.55 1.99 5.74 204.37 1411.16
Acetyltransf_200_2 1 0.6702916460701928 0.6553890768487192 0.32970835392980724 0.34461092315128083 (naive) 0.982532751091703 0.3333333333333333 175.9830 0:02:55 5932.54 123472.34 5544.88 5674.40 1.99 4.58 169.50 381.84
sodfe_50_0 1 0.85265336846067 0.842663195090199 0.14734663153933003 0.15733680490980095 (naive) 0.9908675799086758 0.583732057416268 253.4319 0:04:13 5487.61 123609.91 5367.68 5373.20 1.99 3.43 177.63 512.38
phc_20_0 1 0.853440150801131 0.8574810606060606 0.146559849198869 0.14251893939393945 (naive) 1.0279329608938548 0.6201117318435754 312.6943 0:05:12 5521.30 123607.30 5132.28 5226.64 1.99 3.84 185.32 685.37
cah_1000_1 1 0.885146804835924 0.8920800696257616 0.114853195164076 0.10791993037423842 (naive) 1.028673835125448 0.6937269372693727 375.9989 0:06:15 6818.72 123546.05 6429.51 6526.98 1.98 6.82 178.67 702.29
kringle_1000_3 1 0.9477797513321492 0.9364689364689365 0.0522202486678508 0.06353106353106353 (naive) 1.01 0.8089887640449438 148.5374 0:02:28 6530.38 123546.16 6141.29 6235.67 1.99 5.82 131.22 258.91
ltn_500_3 1 0.9428435503602012 0.9451560158059681 0.05715644963979882 0.054843984194031914 (naive) 1.0320284697508897 0.7193675889328063 284.2816 0:04:44 6667.42 123540.69 6278.88 6379.66 1.99 5.05 176.17 524.26
cys_100_3 1 0.9226059270144502 0.91715868281697 0.07739407298554979 0.08284131718303 (naive) 1.017667844522968 0.6044776119402985 273.8944 0:04:33 6199.07 123600.39 5812.52 5997.43 1.99 3.71 188.89 635.75
rrm_500_1 1 0.8795459323102796 0.873243356059552 0.12045406768972045 0.12675664394044805 (naive) 1.019108280254777 0.24324324324324326 138.5197 0:02:18 6019.86 123482.11 5993.62 5999.88 1.98 4.43 100.56 204.45
blmb_200_0 1 0.7262059973924381 0.7604095563139932 0.2737940026075619 0.2395904436860068 (naive) 0.9912790697674418 0.4290909090909091 253.1156 0:04:13 6805.82 123537.76 6418.02 6517.82 1.99 4.42 178.05 508.70
Acetyltransf_50_1 1 0.6915472071181413 0.6706615532118888 0.3084527928818587 0.3293384467881112 (naive) 0.9781659388646288 0.30687830687830686 234.5864 0:03:54 5473.48 123601.85 5085.32 5179.46 1.99 4.19 197.61 532.31
subt_100_3 1 0.7931058303398729 0.793270227319837 0.20689416966012708 0.20672977268016302 (naive) 1.0603864734299517 0.35714285714285715 395.1279 0:06:35 6934.09 123540.75 6546.31 6653.19 1.99 4.19 197.80 866.83
biotin_lipoyl_1000_1 1 0.9207735495945103 0.9184816428126945 0.0792264504054897 0.08151835718730549 (naive) 1.0089285714285714 0.6705882352941176 141.7380 0:02:21 6167.25 123600.70 5778.84 5964.19 1.98 4.47 150.24 270.80
ldh_500_2 1 0.8931470781832809 0.8897956209697986 0.10685292181671913 0.11020437903020142 (naive) 1.0323450134770888 0.5837837837837838 194.0694 0:03:14 6824.02 123601.79 6436.09 6621.34 1.99 4.49 135.46 333.74
hr_500_3 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 134.0365 0:02:14 5925.16 123479.35 5536.70 5630.96 1.99 4.05 107.86 223.50
sodfe_1000_1 1 0.9094843808806925 0.904717334331711 0.0905156191193075 0.09528266566828902 (naive) 1.0228310502283104 0.6746411483253588 164.3316 0:02:44 6905.32 123540.88 6516.11 6641.83 1.99 4.96 127.92 265.87
HMG_box_50_1 1 0.9617563739376771 0.9509803921568627 0.0382436260623229 0.0490196078431373 (naive) 1.0 0.8271604938271605 172.7649 0:02:52 5349.39 123537.96 4961.18 5057.64 1.99 3.51 172.48 365.97
hr_100_0 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 151.9876 0:02:31 5396.43 123602.11 5007.90 5102.10 1.99 3.59 150.47 332.66
blm_500_3 1 0.9194154488517745 0.9248215035699286 0.08058455114822549 0.07517849643007135 (naive) 1.0218978102189782 0.7303370786516854 398.0767 0:06:38 7826.52 123603.16 7438.68 7533.48 1.98 5.95 186.32 814.70
ghf13_20_2 1 0.18720366232492233 0.21692453425955163 0.8127963376750776 0.7830754657404484 (naive) 1.3242811501597445 0.023769100169779286 711.5820 0:11:51 6662.54 123665.78 6635.23 6642.17 1.99 3.52 219.62 1645.10
hpr_20_2 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 230.8147 0:03:50 5325.84 123536.29 4936.42 5030.50 1.99 3.88 143.64 434.98
gluts_100_2 1 0.9068947368421053 0.9099598648077736 0.09310526315789469 0.09004013519222642 (naive) 1.0212765957446808 0.6652360515021459 227.1768 0:03:47 5731.35 123671.18 5704.84 5711.19 1.99 3.70 163.93 454.34
hom_100_0 1 0.9620090148100451 0.9607717041800643 0.03799098518995492 0.0392282958199357 (naive) 0.9795918367346939 0.7246376811594203 152.0587 0:02:32 5387.44 123600.48 4998.89 5093.92 1.99 4.03 136.89 319.92
msb_500_2 1 0.8664122137404581 0.8736369467607441 0.13358778625954193 0.1263630532392559 (naive) 1.0126582278481013 0.6344827586206897 152.5691 0:02:32 6421.35 123539.02 6032.86 6218.13 1.98 4.71 139.82 283.62
ghf5_100_0 1 0.6698552857493255 0.6590250965250966 0.3301447142506745 0.34097490347490345 (naive) 1.0148936170212766 0.36503856041131105 323.4974 0:05:23 6702.34 123537.95 6314.94 6439.19 1.99 4.57 220.66 785.63
ghf1_100_0 1 0.9109872325121381 0.9111510791366907 0.08901276748786191 0.08884892086330931 (naive) 1.008896797153025 0.6998011928429424 424.9769 0:07:04 7643.87 123599.54 7264.70 7372.18 1.99 4.20 203.36 950.33
icd_100_2 1 0.912301013024602 0.9165455074149462 0.08769898697539802 0.08345449258505377 (naive) 1.0161662817551964 0.7713498622589532 353.2629 0:05:53 7068.55 123536.38 6681.33 6775.53 1.99 4.55 212.10 803.00
hormone_rec_20_3 1 0.6066697121973504 0.5758889852558543 0.39333028780264956 0.4241110147441457 (naive) 0.987012987012987 0.30604982206405695 433.1677 0:07:13 5754.25 123665.85 5366.66 5491.90 1.99 3.61 206.54 976.77
HLH_1000_1 1 0.9402261712439418 0.9432739059967585 0.05977382875605819 0.05672609400324147 (naive) 1.0217391304347827 0.8571428571428571 153.2725 0:02:33 6325.32 123540.62 6288.68 6294.94 1.99 4.71 277.57 521.88
int_100_2 1 0.9136971046770601 0.9121734296831573 0.08630289532293989 0.08782657031684271 (naive) 1.004566210045662 0.7970297029702971 225.6321 0:03:45 5878.64 123538.00 5490.95 5661.41 1.99 3.85 165.85 456.76
cytb_100_2 1 0.8884263114071607 0.8869492934330839 0.11157368859283934 0.11305070656691607 (naive) 1.0 0.6304347826086957 195.5823 0:03:15 5611.91 123671.21 5223.46 5321.78 1.99 4.21 159.42 404.38
sodcu_500_3 1 0.88866930171278 0.8951559389515594 0.11133069828721998 0.10484406104844057 (naive) 1.017751479289941 0.7168674698795181 169.8795 0:02:49 6807.50 123537.80 6780.98 6787.23 1.99 4.51 127.93 265.30
subt_20_2 1 0.5234871511467256 0.5415564925319802 0.4765128488532744 0.45844350746801976 (naive) 1.4009661835748792 0.002551020408163265 543.9362 0:09:03 6013.80 123607.25 5625.27 5719.55 1.99 4.04 211.14 1219.87
ghf5_200_2 1 0.695364238410596 0.6897810218978102 0.304635761589404 0.3102189781021898 (naive) 1.0170212765957447 0.38046272493573263 283.2157 0:04:43 7163.88 123474.92 6775.54 6960.97 1.99 4.62 167.79 520.70
DMRL_synthase_20_0 1 0.9276450511945392 0.9017916390179164 0.07235494880546078 0.09820836098208363 (naive) 0.9615384615384616 0.7455621301775148 302.3533 0:05:02 5490.53 123597.88 5102.00 5262.37 1.99 3.45 197.81 676.56
GEL_50_2 1 0.6517412935323383 0.6377799415774099 0.34825870646766166 0.3622200584225901 (naive) 0.9866666666666667 0.3424657534246575 201.5474 0:03:21 5431.12 123536.15 5082.95 5236.26 1.99 3.57 185.24 438.40
mmp_500_0 1 0.9445145018915511 0.9610778443113772 0.05548549810844894 0.038922155688622784 (naive) 1.0444444444444445 0.8461538461538461 244.9531 0:04:04 7188.32 123543.30 7161.29 7167.50 1.99 4.58 347.44 889.70
egf_100_1 1 0.744500192975685 0.7393637408968954 0.25549980702431496 0.2606362591031046 (naive) 1.0704225352112675 0.22058823529411764 139.6572 0:02:19 5324.30 123602.12 4936.47 5031.81 1.99 4.17 107.95 233.40
tgfb_50_1 1 0.820675105485232 0.8497160332022717 0.17932489451476796 0.15028396679772826 (naive) 1.0677966101694916 0.3076923076923077 197.5069 0:03:17 5447.95 123472.17 5059.92 5159.63 1.99 3.57 151.02 342.08
oxidored_q6_1000_0 1 0.9713178294573643 0.9754768392370572 0.028682170542635665 0.02452316076294281 (naive) 1.0105263157894737 0.9172932330827067 241.9797 0:04:01 6860.48 123599.46 6471.74 6566.02 1.99 5.58 168.03 485.79
il8_200_1 1 0.902232269002543 0.9047888920374043 0.09776773099745695 0.09521110796259569 (naive) 1.0123456790123457 0.6363636363636364 138.6484 0:02:18 5546.75 123603.20 5158.31 5258.15 1.99 4.46 99.59 213.37
asp_1000_2 1 0.9091128642730639 0.9097720132119552 0.09088713572693607 0.09022798678804478 (naive) 1.0078947368421052 0.7272727272727273 459.6659 0:07:39 7688.73 123546.10 7662.79 7669.17 1.98 6.97 179.16 873.98
ldh_20_3 1 0.7178380750383968 0.7150402506101337 0.2821619249616032 0.28495974938986635 (naive) 1.0619946091644206 0.23513513513513515 510.7744 0:08:30 6126.14 123667.30 5742.54 5921.95 1.99 3.33 212.41 1181.30
Sulfotransfer_100_3 1 0.7361169102296451 0.7385839966485128 0.2638830897703549 0.2614160033514872 (naive) 0.979002624671916 0.40878378378378377 303.8863 0:05:03 6412.74 123537.80 6025.72 6127.67 1.99 3.79 192.12 668.92
PDZ_50_2 1 0.858678955453149 0.8534351145038168 0.14132104454685102 0.14656488549618318 (naive) 0.990909090909091 0.6565656565656566 190.9175 0:03:10 5382.80 123601.98 4994.41 5088.67 1.99 3.95 151.77 359.57
kunitz_1000_3 1 0.975049504950495 0.975049504950495 0.024950495049504973 0.024950495049504973 (naive) 1.0 0.8833333333333333 136.8805 0:02:16 5596.52 123603.11 5209.54 5394.78 1.98 5.11 89.70 186.58
cytb_20_0 1 0.787676935886761 0.7996618765849535 0.21232306411323898 0.20033812341504653 (naive) 1.0 0.43478260869565216 249.3594 0:04:09 5344.91 123601.94 4957.20 5074.19 1.99 3.98 178.48 520.26
tim_100_2 1 0.9795549122489596 0.9784926802819447 0.02044508775104037 0.021507319718055307 (naive) 1.0038461538461538 0.9227799227799228 252.4602 0:04:12 6139.48 123601.89 5751.29 5869.39 1.99 4.20 177.76 519.81
rub_100_3 1 0.9673469387755103 0.9673469387755103 0.03265306122448974 0.03265306122448974 (naive) 1.0 0.8518518518518519 148.8413 0:02:28 5372.36 123600.22 4984.96 5109.99 1.99 3.69 151.38 322.97
GEL_1000_2 1 0.727363184079602 0.7083333333333334 0.272636815920398 0.29166666666666663 (naive) 0.9933333333333333 0.4520547945205479 160.5484 0:02:40 6731.21 123610.09 6341.93 6436.35 1.98 5.58 127.30 237.10
aat_500_0 1 0.8592997297614852 0.862441037735849 0.14070027023851484 0.13755896226415099 (naive) 1.0672268907563025 0.5942350332594235 371.7666 0:06:11 7716.18 123604.69 7338.40 7519.31 1.98 6.19 173.99 691.40
hpr_20_1 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 237.8485 0:03:57 5324.34 123543.14 4936.06 5058.38 1.99 4.06 184.46 521.71
peroxidase_20_3 1 0.5996774193548388 0.6085106382978723 0.40032258064516124 0.39148936170212767 (naive) 1.0156657963446476 0.2148997134670487 537.4938 0:08:57 6121.77 123671.40 5733.45 5857.57 1.99 4.00 219.84 1250.49
rub_50_3 1 0.9755102040816327 0.9755102040816327 0.024489795918367308 0.024489795918367308 (naive) 1.0 0.8888888888888888 161.8696 0:02:41 5292.14 123543.20 4904.00 5033.27 1.99 4.09 140.37 317.87
aadh_200_1 1 0.8210318207493881 0.8491723466407011 0.17896817925061193 0.15082765335929893 (naive) 1.099630996309963 0.46258503401360546 307.7135 0:05:07 7356.52 123600.40 6969.55 7154.74 1.99 4.34 186.91 651.85
HLH_200_2 1 0.9305331179321487 0.9320388349514563 0.06946688206785134 0.06796116504854366 (naive) 1.0108695652173914 0.8571428571428571 140.3772 0:02:20 5561.91 123600.18 5179.73 5362.88 1.99 3.91 107.55 261.79
peroxidase_200_2 1 0.8 0.7994842037395229 0.19999999999999996 0.2005157962604771 (naive) 0.9869451697127938 0.5472779369627507 263.0385 0:04:23 6900.64 123665.91 6521.67 6621.83 1.99 5.20 227.03 675.65
biotin_lipoyl_200_3 1 0.9469744229569557 0.94875 0.053025577043044336 0.05125000000000002 (naive) 1.0089285714285714 0.8 145.1761 0:02:25 5580.69 123664.49 5190.30 5287.27 1.99 3.79 145.29 302.46
lyase_1_50_1 1 0.8518518518518519 0.8707723372034326 0.14814814814814814 0.1292276627965674 (naive) 1.060665362035225 0.6858846918489065 466.2989 0:07:46 6465.02 123604.80 6077.66 6172.06 1.99 4.03 204.38 1057.78
Sulfotransfer_1000_3 1 0.7390396659707724 0.7593307593307593 0.2609603340292276 0.24066924066924067 (naive) 1.036745406824147 0.4391891891891892 341.7125 0:05:41 7046.77 123539.08 7020.85 7027.68 1.98 7.05 166.16 615.45
cys_100_2 1 0.9007469997550821 0.8992603459869185 0.0992530002449179 0.10073965401308149 (naive) 1.03886925795053 0.6380597014925373 256.9758 0:04:16 6155.56 123601.94 5768.69 5956.17 1.99 3.88 175.11 495.01
