sample success SP-Score Modeler SPFN SPFP Compression Compression TC s h:m:s max_rss max_vms max_uss max_pss io_in io_out mean_load cpu_time
Ald_Xan_dh_2_100_2 1 0.8340217799474278 0.8309016086793864 0.16597822005257223 0.16909839132061355 (naive) 1.007909604519774 0.625 283.8296 0:04:43 6837.58 111340.80 6505.60 6661.64 21.99 5.74 140.98 405.07
cytb_1000_3 1 0.8517901748542881 0.8560669456066946 0.1482098251457119 0.1439330543933054 (naive) 1.02 0.5978260869565217 194.2460 0:03:14 6689.23 123528.99 6344.48 6427.62 1.96 7.45 115.61 256.14
phc_50_0 1 0.9472196041470311 0.9508041627246925 0.0527803958529689 0.04919583727530752 (naive) 1.0167597765363128 0.7541899441340782 249.3510 0:04:09 6559.85 123590.09 6225.79 6307.09 1.99 5.34 161.25 433.25
DEATH_1000_2 1 0.7295039164490862 0.7458622530699413 0.2704960835509138 0.25413774693005875 (naive) 1.0628930817610063 0.4435483870967742 190.5121 0:03:10 6664.79 123590.32 6320.45 6483.81 1.98 6.92 131.49 293.88
tRNA-synt_2b_50_2 1 0.4180999180999181 0.399452269170579 0.5819000819000819 0.6005477308294209 (naive) 0.8843683083511777 0.12209302325581395 328.6918 0:05:28 7123.56 123527.92 6787.81 6892.68 1.99 5.35 186.50 697.94
Rhodanese_1000_0 1 0.7255965292841648 0.7071881606765328 0.27440347071583515 0.2928118393234672 (naive) 1.0092592592592593 0.4166666666666667 198.0776 0:03:18 6765.23 123466.35 6419.29 6585.25 1.96 7.97 116.87 263.44
ltn_1000_3 1 0.9467174119885823 0.9496216511009612 0.05328258801141772 0.050378348899038805 (naive) 1.0498220640569396 0.7312252964426877 298.1443 0:04:58 7665.49 111949.55 7638.61 7645.23 785.97 9.50 133.10 401.87
rub_100_2 1 0.9836734693877551 0.9836734693877551 0.01632653061224487 0.01632653061224487 (naive) 1.0 0.9259259259259259 173.3265 0:02:53 6391.79 123591.53 6048.61 6212.88 1.99 5.30 147.94 320.60
serpin_200_0 1 0.9425628837393544 0.9456532538499751 0.057437116260645626 0.05434674615002488 (naive) 1.0215827338129497 0.7964824120603015 282.9215 0:04:42 9061.88 123526.16 9013.54 9020.98 1.99 6.68 155.32 511.23
icd_50_1 1 0.8940665701881332 0.9069289489136817 0.10593342981186682 0.0930710510863183 (naive) 1.043879907621247 0.7410468319559229 382.7707 0:06:22 8695.64 123654.29 8351.42 8437.23 1.99 5.12 177.97 745.95
hom_50_2 1 0.9575016097875081 0.9562700964630225 0.04249839021249191 0.04372990353697748 (naive) 0.9591836734693877 0.7101449275362319 206.2410 0:03:26 6441.32 123527.52 6097.67 6263.15 1.99 5.58 146.28 368.91
sodfe_100_3 1 0.9055325555137373 0.8982639537054321 0.09446744448626265 0.1017360462945679 (naive) 1.0 0.6411483253588517 212.7586 0:03:32 6573.07 123526.19 6249.75 6400.52 1.99 5.22 161.33 402.96
hpr_50_0 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 246.6696 0:04:06 6550.02 111014.92 6206.21 6369.60 161.99 5.43 131.05 328.13
Rhodanese_500_3 1 0.6306941431670282 0.6153439153439153 0.3693058568329718 0.3846560846560847 (naive) 1.0092592592592593 0.3020833333333333 179.0822 0:02:59 6623.59 123530.45 6278.64 6388.70 1.98 6.18 142.31 289.10
KAS_1000_2 1 0.7994131209390065 0.8743695552498854 0.20058687906099348 0.12563044475011464 (naive) 1.1287128712871286 0.59 295.2653 0:04:55 7493.62 123597.00 7466.38 7472.89 281.98 7.40 133.85 408.02
Acetyltransf_20_3 1 0.5882352941176471 0.5746016417189763 0.4117647058823529 0.4253983582810237 (naive) 0.9694323144104804 0.15343915343915343 320.6828 0:05:20 6615.45 123530.48 6271.08 6435.20 1.99 5.21 164.91 599.80
ghf5_1000_1 1 0.6443463330880549 0.6348477525374577 0.3556536669119451 0.36515224746254227 (naive) 1.0191489361702128 0.32390745501285345 384.3441 0:06:24 8237.24 123471.80 7892.16 8053.94 1.96 8.60 261.45 1059.57
KAS_500_0 1 0.7987843219450849 0.8614376130198915 0.20121567805491514 0.13856238698010848 (naive) 1.1262376237623761 0.6075 224.9943 0:03:44 7481.16 123591.73 7135.50 7245.93 1.99 6.91 140.28 365.44
KAS_20_2 1 0.39572416684133305 0.4136722173531989 0.604275833158667 0.5863277826468011 (naive) 1.0643564356435644 0.02 498.3712 0:08:18 7373.52 123724.84 7028.42 7192.82 1.99 5.27 186.79 1015.66
hr_1000_1 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 169.9524 0:02:49 6507.89 123592.93 6165.35 6250.02 1.98 6.46 113.22 231.59
blm_20_0 1 0.8551148225469729 0.8662061187085859 0.1448851774530271 0.13379388129141412 (naive) 1.0547445255474452 0.6666666666666666 461.2793 0:07:41 7866.68 123533.02 7521.29 7634.20 1.99 5.44 204.31 988.31
rub_100_1 1 0.9836734693877551 0.9836734693877551 0.01632653061224487 0.01632653061224487 (naive) 1.0 0.9259259259259259 177.3422 0:02:57 6385.33 123590.18 6040.98 6151.79 1.99 5.41 142.82 341.12
rhv_20_2 1 0.309077054957615 0.3791773778920309 0.690922945042385 0.6208226221079691 (naive) 1.3386752136752136 0.0 708.3252 0:11:48 7495.67 123592.75 7467.28 7474.56 1.99 5.23 212.91 1545.82
ghf13_20_1 1 0.25658074009482806 0.34049323786793956 0.7434192599051719 0.6595067621320605 (naive) 1.3258785942492013 0.0 573.0841 0:09:33 8992.42 123596.86 8647.53 8809.68 1.99 5.29 212.05 1295.53
ltn_500_0 1 0.9384939513388609 0.9422079694323144 0.06150604866113907 0.05779203056768556 (naive) 1.0320284697508897 0.7075098814229249 256.7692 0:04:16 7711.61 112016.86 7369.27 7479.70 29.98 7.53 122.90 321.17
OTCace_1000_2 1 0.9598006644518272 0.9626791069643452 0.04019933554817279 0.03732089303565478 (naive) 1.0057142857142858 0.8753709198813057 229.6815 0:03:49 7102.56 123663.77 6756.79 6841.46 1.97 7.71 137.33 366.05
sdr_20_1 1 0.5506430424463211 0.5400606323083585 0.4493569575536789 0.45993936769164145 (naive) 1.0138504155124655 0.1861198738170347 435.7568 0:07:15 7658.62 123461.99 7313.35 7424.76 1.99 5.33 191.65 884.07
blmb_500_3 1 0.6636245110821382 0.6892349356804333 0.33637548891786184 0.31076506431956674 (naive) 1.0377906976744187 0.4072727272727273 224.2705 0:03:44 7404.63 123466.33 7059.74 7144.92 1.98 7.07 126.43 338.65
ldh_50_0 1 0.8044320924449645 0.8044026767104253 0.1955679075550355 0.1955973232895747 (naive) 1.0323450134770888 0.42702702702702705 326.0377 0:05:26 7082.35 123462.05 6737.09 6847.20 1.99 5.40 196.02 707.92
sodcu_200_3 1 0.8540843214756259 0.8608897742363878 0.14591567852437415 0.1391102257636122 (naive) 1.0236686390532543 0.6506024096385542 201.1663 0:03:21 6914.39 123599.68 6586.90 6742.58 1.99 6.05 155.86 371.71
cytb_1000_0 1 0.8251457119067444 0.8405428329092451 0.17485428809325565 0.15945716709075486 (naive) 1.05 0.5434782608695652 203.3083 0:03:23 6605.18 123468.87 6261.61 6344.67 9.96 7.84 164.73 380.46
OTCace_50_2 1 0.8823920265780731 0.8915743538100034 0.11760797342192686 0.10842564618999662 (naive) 1.0257142857142858 0.7002967359050445 329.7756 0:05:29 7030.68 123526.05 6684.86 6796.00 1.99 5.51 194.78 710.13
gpdh_200_0 1 0.9514091350826045 0.9502804141501294 0.048590864917395504 0.04971958584987057 (naive) 1.0 0.8603351955307262 214.4249 0:03:34 6968.86 123530.30 6624.06 6708.76 1.99 6.18 156.53 421.90
egf_500_0 1 0.7738324971053647 0.7623574144486692 0.22616750289463528 0.23764258555133078 (naive) 1.0422535211267605 0.36764705882352944 168.9210 0:02:48 5727.61 110552.51 5384.46 5467.60 157.98 6.59 114.77 196.30
hpr_200_0 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 190.9506 0:03:10 6558.71 111014.93 6216.11 6328.44 353.99 5.61 100.91 196.26
LIM_200_3 1 0.9370967741935484 0.9462540716612378 0.06290322580645158 0.05374592833876224 (naive) 1.0116279069767442 0.8170731707317073 169.0726 0:02:49 6451.77 123589.95 6108.10 6217.85 1.99 5.41 101.91 263.71
Rhodanese_100_3 1 0.6344902386117137 0.6135291033036182 0.3655097613882863 0.3864708966963818 (naive) 0.9907407407407407 0.2708333333333333 221.0704 0:03:41 6646.22 123589.95 6301.60 6410.20 1.99 5.40 146.80 416.65
oxidored_q6_500_1 1 0.9569767441860465 0.9655846695346109 0.0430232558139535 0.03441533046538914 (naive) 1.024561403508772 0.8909774436090225 199.7003 0:03:19 6836.40 123591.73 6493.02 6605.93 1.98 6.83 111.71 278.00
tgfb_200_2 1 0.829535864978903 0.8645558487247141 0.17046413502109703 0.13544415127528586 (naive) 1.0847457627118644 0.3162393162393162 180.4497 0:03:00 6650.52 123526.03 6306.98 6391.98 1.99 5.80 152.64 365.30
adh_100_3 1 0.9771812080536912 0.9774436090225563 0.02281879194630876 0.022556390977443663 (naive) 1.0026666666666666 0.9386666666666666 248.8978 0:04:08 6864.33 123528.70 6536.77 6642.20 1.99 5.62 176.28 490.96
myb_DNA-binding_50_1 1 0.7535070140280561 0.752 0.2464929859719439 0.248 (naive) 1.0 0.5178571428571429 227.3131 0:03:47 6405.92 110830.36 6379.73 6386.30 597.99 5.64 110.58 237.62
peroxidase_100_3 1 0.6916129032258065 0.708994708994709 0.3083870967741935 0.29100529100529104 (naive) 1.0391644908616189 0.4040114613180516 298.0017 0:04:58 7739.90 123591.54 7395.02 7486.92 1.99 5.48 179.20 645.36
rvp_1000_3 1 0.6129905277401895 0.7857762359063313 0.3870094722598105 0.21422376409366872 (naive) 1.5757575757575757 0.15315315315315314 179.2570 0:02:59 6677.94 123594.41 6349.44 6505.50 1.98 7.11 140.74 295.41
LIM_1000_1 1 0.9790322580645161 0.9790322580645161 0.020967741935483897 0.020967741935483897 (naive) 1.0 0.8902439024390244 168.7721 0:02:48 6475.09 123466.35 6132.59 6215.80 1.97 7.06 106.64 237.61
asp_500_1 1 0.8985268072774111 0.9060026786801413 0.10147319272258892 0.09399732131985872 (naive) 1.0289473684210526 0.6951871657754011 331.7516 0:05:31 8696.10 123535.70 8351.63 8461.78 1.98 8.28 168.71 603.11
blm_100_1 1 0.9366736256089074 0.9473536036036037 0.06332637439109257 0.052646396396396344 (naive) 1.0291970802919708 0.7677902621722846 329.8504 0:05:29 8335.56 123590.02 7989.80 8096.85 1.99 5.40 184.03 653.56
ghf10_200_0 1 0.8756319514661274 0.8851788756388416 0.12436804853387262 0.11482112436115843 (naive) 1.043956043956044 0.718266253869969 265.2377 0:04:25 8167.85 123469.02 7822.83 7932.99 1.99 6.73 172.27 506.32
mmp_500_2 1 0.96427070197562 0.966301600673968 0.03572929802437996 0.033698399326032025 (naive) 1.011111111111111 0.8698224852071006 248.3533 0:04:08 7138.84 123592.40 7111.73 7118.17 225.98 6.61 121.27 315.21
ghf10_100_0 1 0.8837209302325582 0.8792756539235412 0.11627906976744184 0.12072434607645877 (naive) 0.9972527472527473 0.7306501547987616 303.9335 0:05:03 8141.11 123461.98 7796.49 7880.08 1.99 5.86 182.22 621.95
rvp_20_1 1 0.7198917456021651 0.7112299465240641 0.28010825439783493 0.2887700534759359 (naive) 1.0151515151515151 0.21621621621621623 279.2405 0:04:39 6598.05 123526.10 6253.89 6368.58 1.99 5.02 168.88 550.43
aadh_200_3 1 0.8233854264733572 0.8395891331477393 0.17661457352664278 0.1604108668522607 (naive) 1.051660516605166 0.45351473922902497 303.9508 0:05:03 7710.62 112054.64 7365.62 7478.14 13.99 5.89 157.84 458.33
hormone_rec_20_1 1 0.5212425765189584 0.4982532751091703 0.47875742348104156 0.5017467248908297 (naive) 0.987012987012987 0.25622775800711745 402.7307 0:06:42 7353.14 123590.07 7019.17 7123.85 1.99 5.27 194.04 869.59
rvp_100_3 1 0.6880920162381596 0.6880920162381596 0.31190798376184037 0.31190798376184037 (naive) 1.0454545454545454 0.21621621621621623 197.7014 0:03:17 6587.64 123591.60 6243.26 6327.95 1.99 5.35 140.85 330.45
hla_100_2 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 223.5505 0:03:43 7068.45 123526.18 6724.34 6869.71 1.99 5.46 159.41 420.31
proteasome_20_0 1 0.6329866270430906 0.598314606741573 0.3670133729569094 0.401685393258427 (naive) 0.9644012944983819 0.06551724137931035 398.5494 0:06:38 7366.95 123591.68 7022.04 7130.89 1.99 5.09 193.89 819.35
p450_1000_2 1 0.7129755295085338 0.714650836837332 0.2870244704914662 0.285349163162668 (naive) 1.154296875 0.34468937875751504 435.6799 0:07:15 9399.20 123530.42 9062.65 9214.08 1.96 9.70 164.35 782.67
Sulfotransfer_100_1 1 0.7127348643006263 0.7242257106491302 0.28726513569937373 0.2757742893508698 (naive) 0.9921259842519685 0.40540540540540543 293.6938 0:04:53 7834.34 123589.14 7490.22 7600.87 1.99 5.71 202.82 650.98
lyase_1_500_2 1 0.7632098765432099 0.7673783515392254 0.23679012345679007 0.2326216484607746 (naive) 1.0117416829745598 0.5646123260437376 339.8689 0:05:39 8456.14 123528.87 8119.04 8275.04 1.98 8.11 165.32 631.36
blm_50_0 1 0.886847599164927 0.8960765011953312 0.11315240083507305 0.10392349880466878 (naive) 1.0291970802919708 0.6629213483146067 375.6205 0:06:15 8182.02 123591.54 8141.31 8148.69 1.99 5.40 182.76 760.39
LIM_20_0 1 0.9806451612903225 0.9806451612903225 0.01935483870967747 0.01935483870967747 (naive) 1.0 0.8902439024390244 260.6134 0:04:20 6463.17 123535.66 6118.70 6231.31 1.99 5.14 153.68 467.16
sodcu_1000_1 1 0.8899868247694335 0.9073203492276696 0.11001317523056653 0.09267965077233042 (naive) 1.017751479289941 0.7469879518072289 216.4781 0:03:36 7053.07 123594.57 6708.51 6871.09 1.97 7.96 131.40 319.64
int_1000_2 1 0.8251670378619154 0.8387096774193549 0.17483296213808464 0.16129032258064513 (naive) 1.0319634703196348 0.6138613861386139 258.2113 0:04:18 7194.42 123592.52 6850.05 7013.50 25.96 8.02 112.88 306.25
gluts_50_1 1 0.7598947368421053 0.7754027926960257 0.2401052631578947 0.22459720730397426 (naive) 1.0723404255319149 0.48497854077253216 275.3843 0:04:35 6668.24 123596.94 6323.20 6433.40 1.99 5.28 184.07 564.03
HMG_box_200_0 1 0.9730878186968839 0.9621848739495799 0.026912181303116123 0.037815126050420145 (naive) 1.0 0.8518518518518519 172.6925 0:02:52 6456.78 123463.80 6112.46 6225.16 1.99 5.65 157.84 312.90
Acetyltransf_100_2 1 0.6302521008403361 0.6505102040816326 0.3697478991596639 0.3494897959183674 (naive) 1.039301310043668 0.2962962962962963 267.3727 0:04:27 6563.32 111018.89 6536.77 6543.24 85.99 5.60 133.81 360.03
rvp_200_3 1 0.7138024357239513 0.7094821788836584 0.2861975642760487 0.2905178211163416 (naive) 1.0378787878787878 0.26126126126126126 180.4000 0:03:00 6615.08 123596.87 6270.68 6358.03 1.99 5.48 136.83 309.90
aldosered_1000_0 1 0.8586631193880945 0.8988685813751088 0.14133688061190552 0.10113141862489117 (naive) 1.0984455958549222 0.676923076923077 374.4233 0:06:14 8171.16 123528.78 7826.07 7938.77 1.96 9.32 168.37 670.03
myb_DNA-binding_50_3 1 0.749498997995992 0.7555555555555555 0.25050100200400804 0.24444444444444446 (naive) 1.0163934426229508 0.5178571428571429 198.8435 0:03:18 6398.30 123655.61 6054.05 6217.58 1.99 5.28 141.85 344.11
int_1000_0 1 0.8045657015590201 0.8295063145809415 0.19543429844097993 0.17049368541905852 (naive) 1.0593607305936072 0.5594059405940595 255.3166 0:04:15 7232.89 123599.75 7206.37 7213.56 1.96 8.42 137.68 386.33
peroxidase_100_2 1 0.807741935483871 0.8043687761002248 0.19225806451612903 0.19563122389977516 (naive) 0.9895561357702349 0.5902578796561605 289.3063 0:04:49 7657.59 123718.10 7313.58 7427.29 1.99 5.28 170.23 554.84
tim_20_3 1 0.939840781617514 0.9395857827620512 0.060159218382485946 0.06041421723794882 (naive) 1.0076923076923077 0.8185328185328186 405.3889 0:06:45 7623.45 123591.53 7596.91 7605.79 1.99 5.22 193.46 865.14
HLH_50_2 1 0.9127625201938611 0.9157212317666127 0.08723747980613894 0.08427876823338731 (naive) 1.0217391304347827 0.8571428571428571 210.9688 0:03:30 6441.29 123596.91 6414.36 6420.74 1.99 5.25 145.15 404.00
il8_50_1 1 0.8943204294998587 0.8868030260577192 0.10567957050014132 0.11319697394228079 (naive) 0.9753086419753086 0.6493506493506493 211.2925 0:03:31 6470.23 123596.93 6143.34 6297.27 1.99 5.18 141.55 394.47
sodfe_200_2 1 0.8993225442228077 0.892436974789916 0.10067745577719234 0.10756302521008398 (naive) 0.9954337899543378 0.645933014354067 193.2943 0:03:13 6593.86 123597.12 6250.54 6414.22 1.99 5.78 123.24 288.49
proteasome_20_1 1 0.6687240446527222 0.6325500937004469 0.33127595534727783 0.3674499062995531 (naive) 0.9902912621359223 0.1206896551724138 422.9069 0:07:02 7398.19 193219.23 7054.30 7217.22 141.99 5.21 181.62 769.31
subt_200_0 1 0.7575987841945289 0.7770298993906759 0.24240121580547114 0.2229701006093241 (naive) 1.106280193236715 0.29081632653061223 317.0988 0:05:17 8596.96 123655.62 8251.77 8365.29 1.99 5.95 163.87 552.16
KAS_200_3 1 0.8061203102075036 0.8662162162162163 0.19387968979249637 0.13378378378378375 (naive) 1.1113861386138615 0.625 281.5161 0:04:41 7357.68 111788.51 7012.89 7097.88 193.99 5.61 133.65 389.08
gluts_500_0 1 0.9221578947368421 0.9190138998164176 0.07784210526315793 0.08098610018358243 (naive) 1.0 0.6652360515021459 203.2164 0:03:23 6679.40 123535.64 6334.89 6498.79 1.98 6.96 195.65 455.21
aadh_1000_2 1 0.8370363396723781 0.8691104594330401 0.16296366032762188 0.1308895405669599 (naive) 1.1254612546125462 0.47165532879818595 345.5792 0:05:45 7765.12 123535.77 7420.83 7586.44 1.97 9.08 157.70 627.23
ghf1_500_3 1 0.9038841934903794 0.9073923639317628 0.0961158065096206 0.09260763606823719 (naive) 1.0249110320284698 0.7037773359840954 443.9952 0:07:23 10513.45 123528.80 10168.43 10251.63 1.98 8.61 192.15 912.36
Acetyltransf_200_2 1 0.6183885318833415 0.5926101373756514 0.38161146811665847 0.4073898626243486 (naive) 0.9519650655021834 0.24867724867724866 232.5338 0:03:52 6574.46 123533.10 6232.45 6395.85 45.99 5.99 163.24 397.17
sodfe_50_0 1 0.878998870907038 0.8747191011235955 0.12100112909296201 0.12528089887640448 (naive) 0.9954337899543378 0.5933014354066986 269.7707 0:04:29 6596.00 111042.11 6251.82 6336.52 21.99 5.32 155.84 425.24
phc_20_0 1 0.8917059377945334 0.8925471698113208 0.10829406220546656 0.10745283018867924 (naive) 1.0167597765363128 0.6201117318435754 324.1965 0:05:24 6959.70 123591.71 6614.63 6726.67 1.99 5.33 196.15 698.07
cah_1000_1 1 0.8821243523316062 0.8948751642575559 0.11787564766839376 0.10512483574244413 (naive) 1.053763440860215 0.6605166051660517 286.1950 0:04:46 7703.93 123528.83 7358.76 7442.06 1.97 9.18 152.58 467.74
kringle_1000_3 1 0.9307282415630551 0.9218859957776214 0.06927175843694489 0.07811400422237857 (naive) 1.02 0.7415730337078652 178.7749 0:02:58 6599.45 123663.79 6255.69 6365.74 1.97 7.41 128.38 262.78
ltn_500_3 1 0.9296588283267636 0.9337838760324937 0.07034117167323639 0.06621612396750631 (naive) 1.0284697508896796 0.691699604743083 246.7018 0:04:06 7673.34 123663.70 7328.17 7439.21 1.98 8.52 144.73 387.42
cys_100_3 1 0.9212588782757776 0.9191764921497954 0.07874112172422243 0.08082350785020465 (naive) 1.03886925795053 0.6492537313432836 262.8649 0:04:22 7447.52 123590.15 7103.01 7266.60 1.99 5.62 188.29 555.21
rrm_500_1 1 0.8316165650620139 0.8117647058823529 0.16838343493798613 0.18823529411764706 (naive) 0.9745222929936306 0.17117117117117117 165.8091 0:02:45 6486.25 123536.07 6142.54 6252.65 1.98 6.38 109.84 212.64
blmb_200_0 1 0.6391786179921773 0.6750430292598967 0.36082138200782266 0.3249569707401033 (naive) 0.9912790697674418 0.31636363636363635 238.3040 0:03:58 7331.50 123596.87 6987.27 7150.54 1.99 6.00 165.48 490.14
Acetyltransf_50_1 1 0.6747404844290658 0.6556195965417867 0.32525951557093424 0.3443804034582133 (naive) 0.9388646288209607 0.31216931216931215 246.7965 0:04:06 6573.61 123591.68 6556.43 6560.83 1.99 5.36 165.35 489.75
subt_100_3 1 0.7600165791655153 0.7684570789969966 0.23998342083448465 0.23154292100300344 (naive) 1.070048309178744 0.33418367346938777 344.9203 0:05:44 8306.48 123596.87 7960.69 8090.21 1.99 5.66 180.14 698.05
biotin_lipoyl_1000_1 1 0.9538365564566438 0.9374616799509503 0.04616344354335622 0.06253832004904969 (naive) 0.9553571428571429 0.8 176.7580 0:02:56 6193.71 123471.68 5852.22 5941.00 1.97 7.43 131.77 287.37
ldh_500_2 1 0.8669640898120383 0.8601073864460891 0.13303591018796168 0.13989261355391092 (naive) 1.0161725067385445 0.5540540540540541 197.0081 0:03:17 6947.67 123529.73 6602.46 6715.84 1.98 6.94 121.44 297.14
hr_500_3 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 195.7181 0:03:15 6475.95 119533.96 6133.85 6297.24 89.98 6.23 83.43 175.69
sodfe_1000_1 1 0.9053443733534061 0.8975746268656717 0.09465562664659388 0.10242537313432831 (naive) 1.0136986301369864 0.6507177033492823 187.8178 0:03:07 6679.30 123464.89 6353.51 6457.74 1.98 7.55 115.99 259.90
HMG_box_50_1 1 0.9475920679886686 0.9422535211267605 0.052407932011331426 0.05774647887323947 (naive) 1.0112359550561798 0.7777777777777778 212.5355 0:03:32 6512.51 123462.00 6185.45 6288.87 1.99 5.39 154.04 390.54
hr_100_0 1 1.0 1.0 0.0 0.0 (naive) 1.0 1.0 182.3536 0:03:02 6475.66 123589.96 6131.55 6241.45 1.99 5.15 141.13 360.12
blm_500_3 1 0.8850382741823243 0.8962649753347428 0.11496172581767572 0.10373502466525719 (naive) 1.0437956204379562 0.6591760299625468 339.0258 0:05:39 8671.50 123592.72 8326.94 8412.19 1.98 7.95 164.81 629.41
ghf13_20_2 1 0.18813014333206168 0.23011799213385775 0.8118698566679383 0.7698820078661422 (naive) 1.4584664536741214 0.006791171477079796 575.1762 0:09:35 8986.09 123527.54 8640.80 8753.28 1.99 5.33 213.40 1268.19
hpr_20_2 1 0.993006993006993 0.993006993006993 0.006993006993006978 0.006993006993006978 (naive) 1.0 0.9772727272727273 257.4608 0:04:17 6555.75 123591.47 6211.41 6322.14 1.99 5.40 157.72 463.67
gluts_100_2 1 0.9391052631578948 0.9361490031479538 0.060894736842105224 0.0638509968520462 (naive) 1.0170212765957447 0.7639484978540773 267.3424 0:04:27 6676.36 117417.23 6650.50 6657.45 133.99 5.36 146.14 405.14
hom_100_0 1 0.9626529298132647 0.9552715654952076 0.03734707018673533 0.04472843450479236 (naive) 0.9591836734693877 0.7391304347826086 191.6934 0:03:11 6443.68 123654.03 6123.81 6275.35 1.99 5.25 139.71 327.14
msb_500_2 1 0.8346055979643766 0.8631578947368421 0.1653944020356234 0.13684210526315788 (naive) 1.0759493670886076 0.5862068965517241 176.8663 0:02:56 6580.23 123592.72 6235.75 6318.89 1.98 6.30 147.18 318.32
ghf5_100_0 1 0.633308805494236 0.6276130286825474 0.36669119450576404 0.3723869713174526 (naive) 1.0468085106382978 0.3161953727506427 297.1409 0:04:57 8159.17 123527.67 7814.36 7924.61 1.99 5.75 182.09 636.75
ghf1_100_0 1 0.8900377629922676 0.8921232876712328 0.10996223700773244 0.10787671232876717 (naive) 1.0231316725978647 0.6759443339960238 357.9938 0:05:57 10044.68 123528.51 9700.10 9810.07 1.99 5.80 180.66 749.42
icd_100_2 1 0.9232995658465991 0.9294871794871795 0.07670043415340089 0.07051282051282048 (naive) 1.0184757505773672 0.7933884297520661 319.9889 0:05:19 8912.56 123596.92 8567.82 8678.90 1.99 5.46 163.77 613.42
hormone_rec_20_3 1 0.6231155778894473 0.5966754155730534 0.37688442211055273 0.40332458442694663 (naive) 1.0097402597402598 0.30604982206405695 417.0811 0:06:57 7357.36 123599.73 7026.02 7182.50 1.99 5.25 196.59 910.17
HLH_1000_1 1 0.8836833602584814 0.8952536824877251 0.11631663974151862 0.10474631751227492 (naive) 1.0217391304347827 0.6547619047619048 174.5822 0:02:54 6412.12 123528.79 6070.10 6153.28 1.98 6.57 138.37 297.31
int_100_2 1 0.8240534521158129 0.8390022675736961 0.17594654788418707 0.16099773242630389 (naive) 1.0410958904109588 0.6287128712871287 245.8745 0:04:05 7123.45 123597.00 6778.78 6942.32 1.99 5.51 163.90 435.79
cytb_100_2 1 0.7693588676103247 0.7712854757929883 0.23064113238967532 0.22871452420701166 (naive) 0.99 0.5760869565217391 216.3629 0:03:36 6546.74 123463.52 6202.89 6313.11 1.99 5.43 155.62 436.32
sodcu_500_3 1 0.8626482213438735 0.8744574290484141 0.13735177865612647 0.12554257095158594 (naive) 1.0236686390532543 0.6807228915662651 204.0162 0:03:24 6899.58 111314.78 6555.76 6644.26 445.98 6.72 120.96 251.61
subt_20_2 1 0.7054434926775353 0.690373174689021 0.29455650732246474 0.30962682531097896 (naive) 1.0144927536231885 0.21428571428571427 472.5542 0:07:52 7995.66 123597.01 7969.42 7976.64 1.99 5.20 204.15 1054.35
ghf5_200_2 1 0.633308805494236 0.6328431372549019 0.36669119450576404 0.36715686274509807 (naive) 1.0297872340425531 0.31876606683804626 262.1273 0:04:22 8200.95 123590.14 7856.21 8003.63 1.99 7.24 187.99 578.54
DMRL_synthase_20_0 1 0.8948805460750853 0.8699402786994028 0.10511945392491473 0.13005972130059718 (naive) 0.9560439560439561 0.6745562130177515 354.4610 0:05:54 6865.74 111252.76 6520.48 6633.55 237.99 5.16 163.98 587.03
GEL_50_2 1 0.7044776119402985 0.6840579710144927 0.29552238805970155 0.3159420289855073 (naive) 0.98 0.3767123287671233 255.5957 0:04:15 6536.49 111003.54 6192.80 6307.42 69.99 5.29 124.01 321.84
mmp_500_0 1 0.9630096679277007 0.9719983029274502 0.03699033207229929 0.028001697072549847 (naive) 1.0555555555555556 0.8757396449704142 221.6446 0:03:41 7155.54 123592.89 6810.82 6893.93 1.98 6.79 144.02 361.00
egf_100_1 1 0.7306059436511 0.722794959908362 0.2693940563489 0.27720504009163804 (naive) 1.0704225352112675 0.22058823529411764 187.1646 0:03:07 6369.03 123532.88 6049.91 6200.87 1.99 5.27 139.42 362.59
tgfb_50_1 1 0.8502109704641351 0.8837719298245614 0.14978902953586493 0.11622807017543857 (naive) 1.0847457627118644 0.4358974358974359 229.3187 0:03:49 6633.39 123599.79 6288.14 6371.39 1.99 4.97 146.87 392.58
oxidored_q6_1000_0 1 0.9275193798449612 0.9552894211576847 0.07248062015503876 0.04471057884231533 (naive) 1.0701754385964912 0.8233082706766918 221.2989 0:03:41 6847.18 123663.75 6502.16 6645.64 1.98 7.62 135.65 347.50
il8_200_1 1 0.8965809550720543 0.8905416783609318 0.10341904492794574 0.10945832163906821 (naive) 0.9876543209876543 0.6233766233766234 168.1038 0:02:48 6476.81 123591.55 6133.34 6297.26 1.99 5.46 112.20 256.44
asp_1000_2 1 0.9007406214780229 0.9121219532077932 0.09925937852197708 0.08787804679220679 (naive) 1.05 0.7165775401069518 330.0630 0:05:30 8701.38 123535.68 8356.38 8467.38 1.96 9.76 168.94 575.53
ldh_20_3 1 0.7593432311855481 0.7569350781905005 0.24065676881445186 0.24306492180949946 (naive) 0.9973045822102425 0.372972972972973 461.4226 0:07:41 8338.89 123525.93 7993.80 8141.17 1.99 5.25 200.33 999.23
